web_scraper_order,web_scraper_start_url,pagination-selector,name,data,description,data2,data3,data4,data5,data6,image
"1769693586-2484","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Surround WP","error","950 g/kg aluminium-szilikát (kaolin)","2022. aug. 31.","riasztó szer","","2022. aug. 31.","","https://cdn.agromedium.com/uploads/2021/02/67c9c5c0002a098f9ad0/thumbnail.png"
"1769693586-2485","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Suvisio 200 SC","check_circle","200 g/l klorantraniliprol","2026. nov. 30.","rovarölő szer","2026. nov. 30.","","counter_1","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-2486","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Swim 460 SL","check_circle","155 g/l etefon, 305 g/l mepiquat-klorid","2027. szept. 30.","növekedésszabályozó készítmény","2027. szept. 30.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-2487","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-2488","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Switch 62,5 WG","check_circle","375 g/kg ciprodinil, 250 g/kg fludioxonil","2026. jún. 30.","gombaölő szer","2026. jún. 30.","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2489","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syllit 400 SC","check_circle","400 g/l dodin","2027. dec. 31.","gombaölő szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-2490","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Symetra","error","200 g/l azoxistrobin, 125 g/l izopirazam","2022. szept. 8.","gombaölő permetezőszer","","2022. szept. 8.","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2491","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Synafop","check_circle","50 g/l quizalofop-P-etil","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2492","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Synero","check_circle","5,3 g/l aminopiralid, 500 g/l metazaklór, 13,3 g/l pikloram","2027. szept. 1.","gyomirtó szer","2027. szept. 1.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-2493","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-2494","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Amistar + Cidely Top","package_2","12 ha/csomag: cukkini, görögdinnye, paprika, paradicsom, sárgadinnye, tojásgyümölcs, uborka","12 l Amistar","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2495","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Amistar Era","package_2","10-13 ha/csomag: kalászosok","10 l Amistar","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2496","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Amistar Top + Affirm","package_2","24 ha/csomag: bab, borsó, brokkoli, cukkini, fejes káposzta, görögdinnye, karfiol, kínai kel, paprika, paradicsom, saláta, sárgadinnye, uborka","24 l Amistar","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2497","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Avoxa Peak","package_2","10-11 ha/csomag: kalászosok","3x5 l Avoxa","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2498","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Box-R Pack","package_2","5 ha/csomag: árpa, búza","1x250 g Alliance 660 WG","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2499","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-2500","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Calaris Professional 3.0","package_2","8-10 ha/csomag: kukorica","2x0,5 l Fix-Pro","4x4,6 l Calaris Pro","","","15x0,5 l Eucarol Plus","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2501","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Calliro","package_2","kukorica","2x0,875 l Callisto 4 SC","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2502","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Dual Next Max","package_2","5 ha/csomag: kukorica","2x0,875 L Callisto 4 SC","0,5 L Fix-Pro","","","100 g Peak 75 WG","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2503","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Dynali + Pergado F","package_2","36-48 ha/csomag: szőlő","100 kg Pergado F","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2504","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Elumis Bang","package_2","5-7 ha/csomag: kukorica","0,5 L Fix-Pro","10 L Elumis","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2505","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-2506","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Fluence+ Trend 90","package_2","25 ha/csomag: napraforgó","1,125 kg Fluence","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2507","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Gardo Sun Pack","package_2","5 ha/csomag: napraforgó","2x5 l Dual Next","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2508","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Kalászos Start Csomag","package_2","20 ha/csomag: búza, káposztarepce","20 l Magnello","4 l Banvel 480 S","","","3 l Karate Zeon 5 CS","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2509","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Listego Pro + Eucarol Plus","package_2","10 ha/csomag: napraforgó","5 l Eucarol Plus","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2510","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Lumax + Fix-Pro","package_2","5 ha/csomag: kukorica","0,5 L Fix-Pro","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2511","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-2512","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Milagro 040 SC + Eucarol Plus","package_2","5 ha/csomag: kukorica","5 L Milagro 040 SC","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2513","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Milagro Plus + Eucarol Plus","package_2","3,8-6,25 ha/csomag: kukorica","2,5 L Eucarol Plus","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2514","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Optimal Duo","package_2","20-25 ha/cs: búza, káposztarepce","20 l Magnello","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2515","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Optimal Era","package_2","20 ha/csomag: árpa, búza, kalászosok, rozs, tritikálé, zab","20 l Amistar","20 l Elatus Era","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2516","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Optimal Full","package_2","20-25 ha/csomag: árpa, búza, káposztarepce, napraforgó, rozs, tritikálé, zab","20 l Magnello","20 l Elatus Era","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2517","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-2518","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Optimal Plus","package_2","20-25 ha/csomag: búza, káposztarepce","20 l Magnello","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2519","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Optimal Profi","package_2","20-25 ha/csomag: árpa, búza, káposztarepce, napraforgó, rozs, tritikálé, zab","20 l Amistar Sun 325 SC","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2520","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Peak Turbo","package_2","5 ha/csomag: árpa, búza, kukorica, rozs, tritikálé, zab","100 g Peak 75 WG","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2521","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - PeakNik","package_2","5 ha/csomag: kukorica, kukorica (szemes, siló)","100 g Peak 75 WG","5 L Milagro Plus","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2522","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Topas + Chorus","package_2","10 ha/csomag: alma, almatermésűek, birs, cseresznye, kajszibarack, körte, málna, mandula, meggy, naspolya, őszibarack, szamóca, szilva, szőlő","12 l Topas 100 EC","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2523","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-2524","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syngenta - Topas + Pergado F","package_2","50 ha/csomag: szőlő","100 kg Pergado F","","","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2525","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syrius 250 EW","check_circle","250 g/l tebukonazol","2027. jan. 31.","gombaölő permetezőszer","2027. jan. 31.","","","https://cdn.agromedium.com/uploads/2023/06/67c9c76b00277662b3eb/thumbnail.jpg"
"1769693586-2526","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Syrius D","check_circle","600 g/l 2,4-D","2031. dec. 31.","gyomirtó szer","2031. dec. 31.","","counter_1","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2527","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Systhane 20 EW","error","200 g/l miklobutanil","2021. máj. 31.","gombaölő permetezőszer","","2021. máj. 31.","","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-2528","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Systiva","check_circle","333 g/l fluxapiroxad","2028. dec. 31.","csávázószer (gombaölő)","2028. dec. 31.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-2529","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-2530","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Szuper-D","check_circle","6 % metaldehid","2027. aug. 31.","csigaölő szer","2027. aug. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-2531","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","T34 Biocontrol","check_circle","Trichoderma asperellum","2029. máj. 31.","biológiai gombaölő szer","2029. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-2532","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Tachigaren 70 WP","check_circle","700 g/kg himexazol","2027. máj. 31.","csávázószer (gombaölő)","2027. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f8002fe783f03a/thumbnail.png"
"1769693586-2533","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Tachigaren LS","check_circle","440 g/l himexazol","2027. aug. 31.","gombaölő csávázószer","2027. aug. 31.","","",""
"1769693586-2534","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Taegro","check_circle","130 g/kg Bacillus amyloliquefaciens FZB24 törzs","2033. jún. 1.","gombaölő szer","2033. jún. 1.","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2535","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-2536","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Taifree","check_circle","15 g/kg teflutrin","2026. nov. 30.","talajfertőtlenítő szer","2026. nov. 30.","","","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-2537","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Taifun Forte","check_circle","360 g/l glifozát","2028. dec. 31.","gyomirtó szer","2028. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-2538","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Talendo Extra","check_circle","160 g/l proquinazid, 80 g/l tetrakonazol","2026. júl. 31.","gombaölő szer","2026. júl. 31.","","","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-2539","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Talentum 20 EW","error","200 g/l miklobutanil","2021. máj. 31.","gombaölő permetezőszer","","2021. máj. 31.","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-2540","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Talisman","check_circle","40 g/l nikoszulfuron","2028. márc. 31.","gyomirtó szer","2028. márc. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-2541","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-2542","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Talius","check_circle","200 g/l proquinazid","2028. aug. 31.","gombaölő szer","2028. aug. 31.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c6f7001ef444f1db/thumbnail.png"
"1769693586-2543","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Taltos N 450 WG","check_circle","300 g/kg aminopiralid, 150 g/kg floraszulam","2028. máj. 31.","gyomirtó szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-2544","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Tanaris","check_circle","333 g/l dimeténamid-P, 167 g/l quinmerak","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-2545","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Tandus","check_circle","200 g/l fluroxipir, 290 g/l fluroxipir meptilészter","2028. febr. 15.","gyomirtó szer","2028. febr. 15.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-2546","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Tanos 50 DF","error","25 % cimoxanil, 25 % famoxadon","2022. márc. 16.","gombaölő szer","","2022. márc. 16.","","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-2547","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-2548","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Tarcza 060 FS","check_circle","60 g/l tebukonazol","2027. aug. 31.","gombaölő csávázószer","2027. aug. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-2549","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Targa Max","check_circle","100 g/l kizalofop-P-etil","2027. szept. 30.","gyomirtó szer","2027. szept. 30.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-2550","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Targa Super","check_circle","50 g/l quizalofop-P-etil","2026. dec. 31.","gyomirtó szer","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-2551","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Target 80 WDG","check_circle","800 g/kg kaptán","2026. máj. 1.","gombaölő szer","2026. máj. 1.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c5bf000cfc1dad7b/thumbnail.jpg"
"1769693586-2552","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Tartaros Plus","check_circle","300 g/l protiokonazol","2026. márc. 31.","gombaölő szer","2026. márc. 31.","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-2553","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-2554","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Tarzec","check_circle","7,8 g/l halauxifen-metil, 7,5 g/l kloquintocet-mexil","2026. aug. 5.","gyomirtó szer","2026. aug. 5.","","",""
